Date,High,Low,Close,Adj Close,Volume,OT
1997-06-09,5.682897,5.474525,5.607125,5.292392,1675812,5.645011
1997-06-10,5.626068,5.398753,5.421484,5.117172,1000845,5.531353
1997-06-11,5.455582,4.925178,5.095665,4.809642,1707013,5.417696
1997-06-12,5.455582,5.114608,5.285095,4.988438,1495663,5.114608
1997-06-13,5.451793,4.944121,5.448004,5.142203,1624162,4.959275
1997-06-16,5.67532,5.531353,5.667743,5.349608,1765940,5.569239
1997-06-17,5.758669,5.531353,5.550296,5.238753,1031093,5.645011
1997-06-18,5.626068,5.26994,5.349501,5.04923,1092884,5.550296
1997-06-19,5.436639,5.304038,5.364655,5.063533,839349,5.341924
1997-06-20,5.70184,5.364655,5.656377,5.33888,1875458,5.364655
1997-06-23,5.879905,5.455582,5.516199,5.20657,2453659,5.758669
1997-06-24,5.645011,5.493468,5.626068,5.310273,1294190,5.607125
1997-06-25,5.796555,5.569239,5.660166,5.342457,3561776,5.633646
1997-06-26,5.656377,5.588182,5.626068,5.310273,1591738,5.656377
1997-06-27,5.682897,5.474525,5.482102,5.174387,2102888,5.633646
1997-06-30,5.682897,5.474525,5.482102,5.174387,0,5.633646
1997-07-01,5.682897,5.474525,5.482102,5.174387,0,5.633646
1997-07-02,5.607125,5.00095,5.304038,5.006318,1275656,5.493468
1997-07-03,5.304038,5.042624,5.076722,4.791762,1051269,5.228266
1997-07-04,5.057779,4.735748,4.970641,4.691636,1090743,4.925178
1997-07-07,5.038836,4.474334,4.474334,4.223185,965380,4.963064
1997-07-08,4.546318,4.129572,4.394774,4.148092,1231336,4.360677
1997-07-09,4.659976,4.205344,4.62209,4.362648,1540020,4.470546
1997-07-10,5.084299,4.546318,4.849406,4.577204,10797150,4.62209
1997-07-11,5.334346,4.569049,5.334346,5.034925,9379700,4.735748
1997-07-14,5.826864,5.425273,5.62228,5.306697,7867705,5.48589
1997-07-15,5.804133,5.37981,5.663954,5.346031,5298183,5.580605
1997-07-16,5.751092,5.493468,5.569239,5.256632,2686732,5.682897
1997-07-17,5.720783,5.455582,5.641223,5.324576,2616790,5.588182
1997-07-18,6.061757,5.531353,5.997351,5.660715,9702608,5.607125
1997-07-21,6.357268,6.023871,6.092066,5.750113,11597280,6.156472
1997-07-22,6.353479,5.804133,6.167838,5.821632,6327241,6.353479
1997-07-23,6.308016,5.682897,6.02766,5.689322,8252555,6.247399
1997-07-24,6.251187,5.70184,5.743515,5.421127,4916144,5.910213
1997-07-25,5.978408,5.213111,5.834441,5.50695,5555969,5.686686
1997-07-28,5.815498,5.37981,5.463159,5.156508,2231563,5.804133
1997-07-29,5.758669,5.235843,5.599548,5.285241,2274495,5.304038
1997-07-30,5.910213,5.59576,5.773824,5.449735,2170343,5.603337
1997-07-31,5.910213,5.599548,5.637434,5.321,2810685,5.815498
1997-08-01,5.751092,5.493468,5.516199,5.20657,2838139,5.607125
1997-08-04,5.629857,5.364655,5.62228,5.306697,3954834,5.531353
1997-08-05,5.663954,5.038836,5.603337,5.288817,3168137,5.645011
1997-08-06,5.739726,5.451793,5.626068,5.310273,3605058,5.607125
1997-08-07,5.667743,5.48589,5.656377,5.33888,1696629,5.565451
1997-08-08,5.720783,5.493468,5.535142,5.224451,1693422,5.694263
1997-08-11,5.626068,5.307826,5.338135,5.0385,2020799,5.493468
1997-08-12,5.527565,5.114608,5.144916,4.856128,2764024,5.304038
1997-08-13,5.175225,4.735748,4.773634,4.505686,2020799,5.114608
1997-08-14,4.830463,4.678919,4.822886,4.552173,2946617,4.697862
1997-08-15,5.152494,4.81152,4.906235,4.630844,2651772,4.925178
1997-08-18,4.697862,4.470546,4.546318,4.291129,2221684,4.546318
1997-08-19,4.565261,4.451603,4.534952,4.280402,1168157,4.542529
1997-08-20,4.641033,4.527375,4.610724,4.351921,659515,4.538741
1997-08-21,4.773634,4.62209,4.743325,4.477079,1045352,4.637244
1997-08-22,4.826674,4.584204,4.747114,4.480655,1614232,4.697862
1997-08-25,4.925178,4.614513,4.845617,4.573628,1956866,4.735748
1997-08-26,4.925178,4.773634,4.826674,4.555749,1365518,4.921389
1997-08-27,4.830463,4.659976,4.731959,4.466351,846012,4.659976
1997-08-28,4.841829,4.716805,4.773634,4.505686,937436,4.758479
1997-08-29,4.868349,4.735748,4.845617,4.573628,1463615,4.803943
1997-09-01,5.00095,4.81152,4.849406,4.577204,2312311,4.856983
1997-09-02,4.925178,4.81152,4.860772,4.587933,774869,4.86456
1997-09-03,4.982007,4.849406,4.910023,4.63442,968220,4.906235
1997-09-04,5.057779,4.887292,5.023681,4.741697,2162393,4.963064
1997-09-05,5.00095,4.894869,4.932755,4.655877,866969,5.00095
1997-09-08,4.925178,4.792577,4.841829,4.570054,1604252,4.925178
1997-09-09,4.906235,4.735748,4.796365,4.527141,1032170,4.868349
1997-09-10,4.906235,4.735748,4.792577,4.523565,896194,4.766057
1997-09-11,4.849406,4.735748,4.777422,4.509262,1053027,4.792577
1997-09-12,4.792577,4.62209,4.656187,4.394831,583656,4.773634
1997-09-15,4.603147,4.470546,4.470546,4.21961,929472,4.599358
1997-09-16,4.534952,4.474334,4.508432,4.25537,469355,4.474334
1997-09-17,4.489489,4.413717,4.425083,4.1767,388270,4.489489
1997-09-18,4.508432,4.43266,4.45918,4.208881,418159,4.451603
1997-09-19,4.546318,4.470546,4.519798,4.266098,350319,4.470546
1997-09-22,4.527375,4.087897,4.110629,3.879896,815341,4.527375
1997-09-23,4.091686,3.712826,3.739346,3.529453,1141319,4.091686
1997-09-24,4.114418,3.614323,4.099263,3.869169,3390863,3.739346
1997-09-25,4.205344,4.0538,4.125783,3.894199,1993594,4.156092
1997-09-26,4.121995,3.970451,4.015914,3.790498,747664,4.008337
1997-09-29,3.978028,3.826484,3.883313,3.665339,632207,3.970451
1997-09-30,3.947719,3.894679,3.902256,3.68322,427540,3.940142
1997-10-01,3.947719,3.894679,3.902256,3.68322,0,3.940142
1997-10-02,3.947719,3.894679,3.902256,3.68322,0,3.940142
1997-10-03,3.947719,3.894679,3.902256,3.68322,0,3.940142
1997-10-06,3.924988,3.807541,3.860581,3.643883,326577,3.921199
1997-10-07,3.902256,3.807541,3.845427,3.62958,243150,3.86437
1997-10-08,4.0538,3.883313,4.008337,3.783346,581745,3.894679
1997-10-09,4.262173,3.985605,4.129572,3.897775,1296542,4.015914
1997-10-10,4.148515,4.0538,4.129572,3.897775,622243,4.144726
1997-10-13,4.129572,4.015914,4.038646,3.811953,363052,4.129572
1997-10-14,4.034857,3.959085,4.012125,3.786921,440318,4.015914
1997-10-15,4.087897,3.959085,4.034857,3.808377,336119,3.959085
1997-10-16,4.315213,4.0538,4.284905,4.04439,2497847,4.167458
1997-10-17,4.713016,4.315213,4.64861,4.38768,4618346,4.315213
1997-10-20,4.747114,4.584204,4.67513,4.41271,2926799,4.713016
1997-10-21,4.925178,4.546318,4.898658,4.623693,2410693,4.697862
1997-10-22,4.963064,4.614513,4.633456,4.373376,3265587,4.910023
1997-10-23,4.841829,4.356888,4.694073,4.430591,2020485,4.62209
1997-10-24,4.826674,4.576627,4.803943,4.534294,1953759,4.659976
1997-10-27,5.038836,4.849406,4.917601,4.641572,3761211,4.887292
1997-10-28,5.019893,4.62209,4.830463,4.559325,3458877,4.849406
1997-10-29,4.925178,4.62209,4.883503,4.609388,2703511,4.731959
1997-10-30,5.372232,4.963064,5.099453,4.813216,9736325,4.963064
1997-10-31,5.133551,4.856983,5.038836,4.756001,3140673,5.019893
1997-11-03,5.228266,4.993372,5.19038,4.899039,2428473,5.038836
1997-11-04,5.417696,5.148705,5.19038,4.899039,1838276,5.232054
1997-11-05,5.300249,5.144916,5.209323,4.916919,772512,5.209323
1997-11-06,5.266152,5.042624,5.061567,4.777457,1614560,5.228266
1997-11-07,5.114608,4.936544,5.091876,4.806065,1278839,4.936544
1997-11-10,5.304038,4.925178,5.031258,4.748849,3042050,5.091876
1997-11-11,5.110819,4.762268,4.970641,4.691636,2016275,5.038836
1997-11-12,5.035047,4.849406,4.860772,4.587933,928744,4.910023
1997-11-13,5.031258,4.773634,4.963064,4.684483,1653157,4.777422
1997-11-14,5.171437,4.963064,5.076722,4.791762,2230167,5.00095
1997-11-17,5.182802,4.966852,5.019893,4.738123,834451,5.152494
1997-11-18,5.099453,5.00095,5.012315,4.730969,970345,5.042624
1997-11-19,5.035047,4.887292,4.921389,4.645147,504716,5.012315
1997-11-20,4.906235,4.773634,4.773634,4.505686,652431,4.887292
1997-11-21,4.902446,4.603147,4.845617,4.573628,1535369,4.754691
1997-11-24,4.773634,4.62209,4.644821,4.384103,605672,4.62209
1997-11-25,4.773634,4.553895,4.754691,4.487807,1102608,4.606935
1997-11-26,4.830463,4.663764,4.777422,4.509262,396558,4.830463
1997-11-27,4.735748,4.527375,4.534952,4.280402,1082616,4.735748
1997-11-28,4.641033,4.417505,4.62209,4.362648,966938,4.489489
1997-12-01,4.614513,4.470546,4.504643,4.251793,644343,4.550106
1997-12-02,4.546318,4.489489,4.500855,4.248219,304598,4.527375
1997-12-03,4.546318,4.474334,4.516009,4.262522,301694,4.542529
1997-12-04,4.773634,4.489489,4.678919,4.416287,769295,4.508432
1997-12-05,4.81152,4.641033,4.641033,4.380529,836847,4.697862
1997-12-08,4.663764,4.587992,4.599358,4.341193,444253,4.659976
1997-12-09,4.678919,4.584204,4.644821,4.384103,394298,4.62209
1997-12-10,4.754691,4.64861,4.716805,4.452048,500739,4.678919
1997-12-11,4.705439,4.546318,4.659976,4.398408,557229,4.705439
1997-12-12,4.697862,4.565261,4.584204,4.326889,511218,4.697862
1997-12-15,5.038836,4.603147,5.016104,4.734546,4918900,4.697862
1997-12-16,5.300249,5.076722,5.220688,4.927647,6576516,5.114608
1997-12-17,5.232054,4.989584,5.072933,4.788185,3992299,5.232054
1997-12-18,5.069144,4.932755,4.970641,4.691636,1654131,4.963064
1997-12-19,5.110819,4.849406,5.061567,4.777457,1655630,4.925178
1997-12-22,5.292672,5.038836,5.171437,4.88116,3378914,5.038836
1997-12-23,5.2169,4.982007,5.088087,4.802489,2996635,5.19038
1997-12-24,5.069144,4.925178,4.947909,4.670179,2621098,5.069144
1997-12-25,5.069144,4.925178,5.050201,4.76673,2855419,4.925178
1997-12-26,5.133551,4.993372,5.016104,4.734546,1507829,5.095665
1997-12-29,5.095665,4.841829,4.932755,4.655877,2492900,5.038836
1997-12-30,4.982007,4.887292,4.902446,4.627268,1187779,4.974429
1997-12-31,5.114608,4.902446,5.065356,4.781033,1681186,4.925178
1998-01-01,5.114608,4.902446,5.065356,4.781033,0,4.925178
1998-01-02,5.114608,4.902446,5.065356,4.781033,0,4.925178
1998-01-05,5.266152,4.963064,5.262363,4.966982,4436904,5.095665
1998-01-06,5.519988,5.19038,5.455582,5.149356,8179911,5.266152
1998-01-07,5.682897,5.37981,5.421484,5.117172,5570173,5.474525
1998-01-08,5.573028,5.37981,5.421484,5.117172,3220444,5.455582
1998-01-09,5.516199,5.349501,5.455582,5.149356,2842391,5.398753
1998-01-12,5.728361,5.504833,5.508622,5.199419,3533683,5.626068
1998-01-13,5.455582,4.959275,5.057779,4.773882,3767073,5.448004
1998-01-14,5.262363,5.088087,5.19038,4.899039,2076430,5.088087
1998-01-15,5.360867,5.152494,5.197957,4.90619,1207937,5.228266
1998-01-16,5.29646,5.19038,5.2169,4.92407,970992,5.197957
1998-01-19,5.19038,5.076722,5.144916,4.856128,865821,5.19038
1998-01-20,5.152494,4.944121,5.031258,4.748849,776725,5.08051
1998-01-21,5.114608,4.963064,5.012315,4.730969,450723,4.993372
1998-01-22,5.042624,4.932755,4.982007,4.702362,948509,4.970641
1998-01-23,5.095665,4.963064,5.072933,4.788185,665214,4.982007
1998-01-26,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-01-27,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-01-28,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-01-29,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-01-30,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-02-02,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-02-03,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-02-04,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-02-05,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-02-06,5.095665,4.963064,5.072933,4.788185,0,4.982007
1998-02-09,5.455582,5.152494,5.224477,4.931223,870271,5.455582
1998-02-10,5.228266,5.057779,5.088087,4.802489,693185,5.228266
1998-02-11,5.228266,5.057779,5.099453,4.813216,505012,5.228266
1998-02-12,5.148705,5.019893,5.038836,4.756001,696814,5.118396
1998-02-13,5.273729,5.072933,5.125973,4.838248,578841,5.273729
1998-02-16,5.186591,5.031258,5.046413,4.763154,682838,5.186591
1998-02-17,5.069144,4.982007,5.019893,4.738123,633044,5.00095
1998-02-18,5.038836,4.966852,5.00095,4.720243,435596,5.02747
1998-02-19,5.076722,4.963064,4.970641,4.691636,441324,5.008527
1998-02-20,5.152494,4.982007,5.031258,4.748849,1167555,5.152494
1998-02-23,5.00095,4.803943,4.978218,4.698787,724185,4.803943
1998-02-24,4.963064,4.868349,4.887292,4.612964,512009,4.868349
1998-02-25,5.224477,4.773634,4.887292,4.612964,604334,5.224477
1998-02-26,5.076722,4.81152,4.940332,4.663028,663464,4.906235
1998-02-27,4.940332,4.807731,4.830463,4.559325,669851,4.940332
1998-03-02,4.769845,4.557684,4.584204,4.326889,809639,4.678919
1998-03-03,4.614513,4.470546,4.546318,4.291129,813358,4.565261
1998-03-04,4.629667,4.470546,4.542529,4.287553,704339,4.565261
1998-03-05,4.576627,4.470546,4.497066,4.244643,823602,4.546318
1998-03-06,4.546318,4.500855,4.531163,4.276826,430708,4.508432
1998-03-09,4.531163,4.349311,4.356888,4.112332,836773,4.531163
1998-03-10,4.394774,4.171247,4.319002,4.076574,887531,4.349311
1998-03-11,4.425083,4.235653,4.341734,4.098029,562157,4.319002
1998-03-12,4.300059,4.231864,4.24323,4.005053,439909,4.281116
1998-03-13,4.538741,4.24323,4.489489,4.23749,1124125,4.254596
1998-03-16,4.538741,4.375831,4.466757,4.216034,544087,4.51222
1998-03-17,4.538741,4.45918,4.519798,4.266098,647545,4.508432
1998-03-18,4.716805,4.508432,4.534952,4.280402,1065140,4.508432
1998-03-19,4.62209,4.319002,4.470546,4.21961,417040,4.527375
1998-03-20,4.322791,4.023491,4.023491,3.797649,4561459,4.322791
1998-03-23,3.989394,3.853004,3.970451,3.747586,2932804,3.902256
1998-03-24,4.121995,3.909833,4.091686,3.862017,1537631,3.970451
1998-03-25,4.167458,3.974239,3.989394,3.765466,1805195,4.163669
1998-03-26,4.015914,3.875736,3.902256,3.68322,1199599,4.015914
1998-03-27,4.072743,3.902256,4.02728,3.801225,1706163,3.932565
1998-03-30,4.428871,4.072743,4.428871,4.180276,5523514,4.072743
1998-03-31,4.51222,4.349311,4.409928,4.162395,3329824,4.504643
1998-04-01,4.500855,4.356888,4.470546,4.21961,1704031,4.43266
1998-04-02,4.508432,4.394774,4.447814,4.198155,2248176,4.451603
1998-04-03,4.444026,4.311425,4.387197,4.140939,1364293,4.444026
1998-04-06,4.413717,4.284905,4.372042,4.126636,2272257,4.394774
1998-04-07,4.576627,4.319002,4.51222,4.258945,2470918,4.356888
1998-04-08,4.546318,4.451603,4.474334,4.223185,2057692,4.516009
1998-04-09,4.724382,4.451603,4.542529,4.287553,3196873,4.466757
1998-04-10,4.62209,4.478123,4.587992,4.330464,2140606,4.527375
1998-04-13,4.81152,4.641033,4.697862,4.434168,3679666,4.641033
1998-04-14,4.724382,4.565261,4.641033,4.380529,1749047,4.716805
1998-04-15,4.686496,4.584204,4.682707,4.419862,1809450,4.641033
1998-04-16,5.00095,4.697862,4.917601,4.641572,6583352,4.697862
1998-04-17,5.114608,4.928966,5.103242,4.816792,8711899,4.928966
1998-04-20,5.103242,5.103242,5.103242,4.816792,0,5.103242
1998-04-21,5.288883,4.925178,5.019893,4.738123,4811927,5.182802
1998-04-22,5.133551,4.955486,5.10703,4.820368,3727964,5.038836
1998-04-23,5.37981,5.114608,5.300249,5.002741,7365396,5.228266
1998-04-24,5.37981,5.228266,5.254786,4.95983,4624485,5.341924
1998-04-27,5.228266,5.00095,5.072933,4.788185,2842502,5.186591
1998-04-28,5.330558,5.016104,5.156282,4.866856,3049921,5.031258
1998-04-29,5.247209,5.114608,5.156282,4.866856,1652283,5.19038
1998-04-30,5.383598,5.114608,5.319192,5.020622,7321665,5.19038
1998-05-01,5.383598,5.114608,5.319192,5.020622,0,5.19038
1998-05-04,5.70184,5.360867,5.48589,5.177962,5689642,5.417696
1998-05-05,5.531353,5.37981,5.482102,5.174387,2583097,5.493468
1998-05-06,5.531353,5.360867,5.463159,5.156508,2746271,5.497256
1998-05-07,5.720783,5.307826,5.357078,5.056381,8450182,5.482102
1998-05-08,5.70184,5.311615,5.6488,5.331728,8055809,5.311615
1998-05-11,5.720783,5.326769,5.466947,5.160083,4439161,5.682897
1998-05-12,5.751092,5.394964,5.504833,5.195842,2378124,5.751092
1998-05-13,5.569239,5.436639,5.531353,5.220873,2402582,5.436639
1998-05-14,5.645011,5.372232,5.504833,5.195842,3668757,5.51241
1998-05-15,5.569239,5.417696,5.45937,5.152931,2797944,5.504833
1998-05-18,5.489679,5.368444,5.391175,5.088564,2991871,5.45937
1998-05-19,5.603337,4.917601,5.326769,5.027773,3522584,5.364655
1998-05-20,5.493468,5.326769,5.40633,5.102869,2139215,5.334346
1998-05-21,5.489679,5.304038,5.436639,5.131477,1309489,5.37981
1998-05-22,5.531353,5.37981,5.448004,5.142203,1632408,5.37981
1998-05-25,5.67532,5.455582,5.614703,5.299545,4086273,5.493468
1998-05-26,5.667743,5.516199,5.527565,5.217299,1271298,5.663954
1998-05-27,6.061757,5.538931,6.042814,5.703625,10290760,5.607125
1998-05-28,6.099643,5.89127,6.00114,5.664291,3841990,6.061757
1998-05-29,6.061757,5.845807,5.895059,5.564165,2963166,6.008717
1998-06-01,6.023871,5.853384,5.910213,5.578468,2729497,5.955677
1998-06-02,6.042814,5.853384,6.016294,5.678595,2277229,5.929156
1998-06-03,6.247399,6.004928,6.148895,5.803752,4360955,6.023871
1998-06-04,6.175415,5.89127,5.932945,5.599923,3187848,6.148895
1998-06-05,6.042814,5.807921,5.948099,5.614227,2120963,5.932945
1998-06-08,6.004928,5.800344,5.842019,5.514102,1397749,5.936734
1998-06-09,5.804133,5.588182,5.663954,5.346031,2356016,5.804133
1998-06-10,5.796555,5.569239,5.686686,5.367487,1489249,5.637434
1998-06-11,5.686686,5.550296,5.557874,5.245907,1242084,5.682897
1998-06-12,5.777612,5.641223,5.709418,5.388944,1276638,5.682897
1998-06-15,5.682897,5.569239,5.637434,5.321,1251771,5.663954
1998-06-16,5.645011,5.383598,5.588182,5.274513,1236779,5.493468
1998-06-17,5.682897,5.573028,5.633646,5.317424,524996,5.607125
1998-06-18,5.982197,5.682897,5.970831,5.635684,4067585,5.682897
1998-06-19,6.02766,5.872327,5.951888,5.617804,1812469,6.008717
1998-06-22,6.061757,5.872327,5.925368,5.592772,1597297,5.985985
